Smiles,DC50 (nM),Sensor,Dmax (%),"IC50 (nM, Protac to Target)","IC50 (nM, Cellular activities)",Molecular Weight,Exact Mass,logP,logS,Heavy Atom Count,Ring Count,Hydrogen Bond Acceptor Count,Hydrogen Bond Donor Count,Rotatable Bond Count,Topological Polar Surface Area
COC1=CC=C(Cl)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CCO4)=C4C(C)=N[NH]C4=N3)C=C2)=C1,,,,540,,1033.518,1032.32028,3.47,-4.83,72,8,18,5,24,283.93
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,540,,909.86,908.2202955,5.1,-5.88,61,7,10,4,19,191.16
CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)CCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)C=C1,,,,550,,880.169,879.4717038,5.46,-6.35,63,5,9,6,21,181.86
NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCNC(=O)CNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,,,,560,,625.642,625.2284963,2.11,-4.44,46,5,9,6,11,208.9
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C3=CC=C(C4=CN=C(NCC5=CC=CO5)N5C=NN=C45)C=C3)C(C)(C)C)C=C2)SC=N1,,,,613,,937.093,936.3952444,3.54,-4.59,67,7,16,5,22,236.67
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)CC3=CC=C(S(=O)(=O)NC4=C(NC5=CC=C(I)C=C5F)N(C)C(=O)C(C)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,,,,631,,1187.165,1186.316473,4.6,-5.85,75,6,15,6,24,248.62
CC1=CC(NS(=O)(=O)C2=CC=C(CNCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,631,,1017.872,1017.223953,3.28,-4.84,64,6,14,5,23,224.73
CC1=CC(NS(=O)(=O)C2=CC=C(CC(=O)NCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,631,,1001.829,1001.192652,3.33,-4.73,63,6,13,5,20,232.57
CC1=CC(NS(=O)(=O)C2=CC=C(CCC(=O)NCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,631,,1015.856,1015.208303,3.56,-4.7,64,6,13,5,21,232.57
CC1=CC(NS(=O)(=O)C2=CC=C(CC(=O)NCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,631,,1002.813,1002.176668,3.57,-4.94,63,6,14,4,21,229.77
CC1=CC(NS(=O)(=O)C2=CC=C(CC(=O)NCCOCCOCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,631,,1090.919,1090.229098,3.62,-5,69,6,16,4,27,248.23
CC1=CC(NS(=O)(=O)C2=CC=C(CCC(=O)NCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,631,,1016.84,1016.192318,3.75,-5.03,64,6,14,4,22,229.77
COC1=C(C(=O)NCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)SC(C2=CC=NC(NC(=O)C3CC3)=C2)=N1,,,,639.2,,703.734,703.2060466,2.03,-4.86,50,6,12,4,14,215.09
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCC(=O)NCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,,,,640,,987.037,986.3392663,3.06,-4.68,70,8,17,5,23,274.7
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCCCCC(=O)NC1=CC=C(NC(=O)CCCCCCC(=O)NO)C=C1,,,,694,,682.863,682.4053981,2.68,-5.36,49,2,8,8,23,211.98
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,,,,700,,767.953,767.3465033,3.57,-5.99,55,5,9,6,14,195.85
COC1=CC=C(Cl)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCCCCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C(C)=N[NH]C4=N3)C=C2)=C1,,,,730,,1247.936,1246.495802,5.46,-6.2,86,8,19,5,32,280.11
NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCCNC(=O)CNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,,,,750,,653.696,653.2597965,2.7,-4.69,48,5,9,6,13,208.9
CC1=CC(NS(=O)(=O)C2=CC=C(CNCCOCCOCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,794,,1062.909,1062.234183,3.5,-5.05,67,6,16,4,27,231.16
NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,,,,870,,568.59,568.2070326,2.62,-4.51,42,5,8,5,9,179.8
COC1=C(C(=O)NCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)SC(C2=CC=NC(NC(=O)C3CC3)=C2)=N1,,,,874.3,,689.707,689.1903966,1.78,-4.79,49,6,12,4,13,215.09
NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,,,,920,,654.68,654.243812,2.44,-4.93,48,5,9,5,13,206.1
NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,,,,970,,596.644,596.2383327,3.23,-4.84,44,5,8,5,11,179.8
NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,,,,1000,,582.617,582.2226827,2.89,-4.65,43,5,8,5,10,179.8
CC1=CC(NS(=O)(=O)C2=CC=C(C(=O)NCCOCCOCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,1000,,1076.892,1076.213448,3.53,-4.95,68,6,16,4,26,248.23
CC1=CC(NS(=O)(=O)C2=CC=C(CNCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,1000,,974.803,974.1817534,3.39,-4.97,61,6,14,4,21,212.7
CC1(NCC2=CN(CCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)CCN(C2=CN=C(C3=CC=CC(Cl)=C3Cl)C(N)=N2)CC1,,,,1084,,952.898,951.3561277,3.82,-5.19,66,7,18,4,25,239.51
CC(=O)C1=C(C)C2=CN=C(NC3=CC=C(N4CCN(C(=O)CNCCOCCOCCOCCNC(=O)COC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N(C2CCCC2)C1=O,,,,1142,,994.076,993.4344663,2.19,-4.19,72,8,19,4,23,274.92
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCNC(=O)C3=CC=C(S(=O)(=O)NC4=C(NC5=CC=C(I)C=C5F)N(C)C(=O)C(C)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,,,,1259,,1217.191,1216.327038,4.51,-5.85,77,6,16,6,26,257.85
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,1510,,881.806,880.1889954,4.61,-5.76,59,7,10,4,17,191.16
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCCCCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,,,,1790,,1201.455,1200.514788,5.16,-6.2,84,8,18,5,31,270.88
N#CC1=C(NCCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,1940,,833.765,832.167866,5.49,-5.45,56,7,10,4,15,177.57
N#CC1=C(NCCC(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,2240,,865.763,864.1576952,4.71,-5.32,58,7,12,4,17,196.03
N#CC1=C(NCCC(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,2290,,865.763,864.1576952,4.71,-5.32,58,7,12,4,17,196.03
CCC(=O)N1C[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C[C@H]1C(=O)OCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,,,,2657,,1031.206,1030.437109,4.2,-5.28,74,8,17,4,20,255.55
O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCN4CCN(C5=NC(N6CCOCC6)=NC(N6C(C(F)F)=NC7=CC=CC=C76)=N5)CC4)=C3C2=O)C(=O)N1,,,,2847,,785.813,785.3209345,3.56,-4.64,57,8,14,2,12,188.09
CC1=CC(NS(=O)(=O)C2=CC=C(C(=O)NCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,3981,,987.802,987.1770024,3.21,-4.75,62,6,13,5,19,232.57
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C3=CC=C(S(=O)(=O)NC4=C(NC5=CC=C(I)C=C5F)N(C)C(=O)C(C)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,,,,5012,,1173.138,1172.300823,4.47,-5.83,74,6,15,6,23,248.62
CC1=CC(NS(=O)(=O)C2=CC=C(CNCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,5012,,973.819,973.1977379,3.2,-4.72,61,6,13,5,20,215.5
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,5400,,937.914,936.2515956,5.63,-6.15,63,7,10,4,21,191.16
CC1=CC(NS(=O)(=O)C2=CC=C(C(=O)NCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,6310,,1031.855,1031.203217,3.38,-4.77,65,6,14,5,22,241.8
N#CC1=C(NCCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,7650,,833.765,832.167866,5.49,-5.45,56,7,10,4,15,177.57
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,7660,,937.914,936.2515956,5.63,-6.15,63,7,10,4,21,191.16
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,7890,,853.752,852.1576952,4.16,-5.52,57,7,10,4,15,191.16
NC1=CC=CC=C1NC(=O)C1=CC=C(NC(=O)CCCCCCCCCCCNC(=O)COC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,,,,8600,,738.842,738.3377124,4.67,-6.06,54,5,9,5,19,206.1
N#CC1=C(NCCC(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,9710,,805.711,804.1365659,4.94,-5.37,54,7,10,4,13,177.57
N#CC1=C(NCCC(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,9950,,805.711,804.1365659,4.94,-5.37,54,7,10,4,13,177.57
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNCC3=CC=C(S(=O)(=O)NC4=C(NC5=CC=C(I)C=C5F)N(C)C(=O)C(C)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,,,,10000,,1159.155,1158.321558,4.56,-5.87,73,6,15,6,24,231.55
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCNCC3=CC=C(S(=O)(=O)NC4=C(NC5=CC=C(I)C=C5F)N(C)C(=O)C(C)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,,,,10000,,1203.208,1202.347773,4.53,-5.95,76,6,16,6,27,240.78
CC1=CC(NS(=O)(=O)C2=CC=C(C(=O)NCCOCCOCCOCCOC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,,,,10000,,988.786,988.161018,3.45,-4.9,62,6,14,4,20,229.77
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,10020,,881.806,880.1889954,4.61,-5.76,59,7,10,4,17,191.16
N#CC1=C(NCCC(=O)NCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,10480,,777.657,776.1052657,4.44,-5.27,52,7,10,4,11,177.57
N#CC1=C(NCCC(=O)NCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,10640,,777.657,776.1052657,4.44,-5.27,52,7,10,4,11,177.57
N#CC1=C(NCCC(=O)NCCCCCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,11650,,946.925,945.25193,5.95,-5.49,64,7,11,5,21,206.67
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,11810,,941.858,940.2101247,4.46,-5.7,63,7,12,4,21,209.62
O=C(CCCCCNC(=O)CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,13470,,1023.02,1021.304359,5.47,-5.92,69,7,11,5,25,220.26
O=C(CCCCCNC(=O)CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,15120,,1023.02,1021.304359,5.47,-5.92,69,7,11,5,25,220.26
O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,,,,15210,,853.752,852.1576952,4.16,-5.52,57,7,10,4,15,191.16
N#CC1=C(NCCC(=O)NCCCCCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C2=C3C(=CC=CC3=C(SC3=CC=C(Br)C=C3)C=C2)C1=O,,,,16010,,946.925,945.25193,5.95,-5.49,64,7,11,5,21,206.67
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,,,,16800,,852.115,851.4404037,5.17,-6.36,61,5,9,6,20,195.85
CNC(=O)C1=C(OCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1,,,,>1000,,612.668,612.1791036,2.28,-4.88,44,6,9,3,8,159.69
NC(=O)C1=C(OCCC#CC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C(C2=CC=NC(NC(=O)C3CC3)=C2)S1,,,,>1000,,612.624,612.1427181,2.03,-4.87,44,6,10,3,8,190.75
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCCCCCOCCCCCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,,,,>10000,,1169.457,1168.524959,6.11,-6.24,82,8,16,5,29,252.42
COC1=CC=C(Cl)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCCCCCOCCCCCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C(C)=N[NH]C4=N3)C=C2)=C1,,,,>10000,,1215.938,1214.505973,6.31,-6.2,84,8,17,5,30,261.65
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,,,,>10000,,1057.241,1056.399758,4.06,-5.9,74,8,16,5,21,252.42
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,,,,>10000,,1145.347,1144.452188,4.25,-6.01,80,8,18,5,27,270.88
CC1=CC=C(F)C(S(=O)(=O)NC2=CC=C(C3=NC(OC[C@H]4CN(CCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N5C[C@H](O)C[C@H]5C(=O)NCC5=CC=C(C6=C(C)N=CS6)C=C5)C(C)(C)C)CCO4)=C4C=N[NH]C4=N3)C=C2)=C1,,,,>10000,,1189.4,1188.478403,4.19,-6.1,83,8,19,5,30,280.11
CC1=C(COC2=CC=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Br)C=CC=C1C1=CC=CC=C1,,,,>200,,905.847,904.2795246,5.16,-5.98,62,7,9,4,16,183.32
CC1=C(COC2=CC=C(CN3CCCCC3C(=O)N3CCN(C(=O)CCCC(=O)NC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2Br)C=CC=C1C1=CC=CC=C1,,,,>200,,931.885,930.2951747,5.23,-5.94,64,8,9,2,13,165.74
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCNC(=O)CCCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,,,,>200,,1006.557,1005.382804,5.86,-5.43,73,8,11,4,20,216.34
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCCCNC(=O)CCCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,,,,>200,,1034.611,1033.414104,6.39,-5.49,75,8,11,4,22,216.34
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,,,,>200,,935.522,934.3820758,7.17,-5.59,68,8,10,3,19,170.17
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC(=O)COCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=CC=C1,,,,>200,,994.502,993.3464185,5.04,-5.36,72,8,12,4,19,225.57
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,,,,>200,,1050.566,1049.372633,5.39,-5.24,76,9,13,4,19,234.8
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC(=O)CCCC(=O)NC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,,,,>200,,1050.566,1049.372633,5.4,-5.25,76,9,13,4,19,234.8
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC(=O)COCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,,,,>200,,1052.538,1051.351898,4.89,-5.21,76,9,14,4,19,244.03
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCNC(=O)CCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,,,,>200,,1036.539,1035.356983,5.15,-5.21,75,9,13,4,18,234.8
CC1=C(COC2=CC(OCC3=CC=CC(C#N)=C3)=C(CN3CCCCC3C(=O)NCCCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2Cl)C=CC=C1C1=CC=C2OCCOC2=C1,,,,>200,,993.558,992.3875551,7.01,-5.43,72,9,12,3,19,188.63
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=C[NH]C3=NC=C(C4=CC=C(N5CCN(CC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4)C=C23)=C1F,,,,5.8/39.2,,1010.203,1009.379044,5.1,-5.74,71,8,12,5,16,210.03
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)NC1=CC=CC=C1,,,,69/170,,849.108,848.450634,6.54,-6.51,60,4,10,5,30,184.27
CCCCCCCCCCCCCC(=S)NCCCC[C@H](NC(=O)CCOCCOCCOCCOCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)NC1=CC=CC=C1,,,,78/110,,937.214,936.5030635,6.43,-6.59,66,4,12,5,36,202.73
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCOCCOCCOCCCN(C(=O)CCl)C(C(=O)NCC2=CC=CC=C2)C2=CC=C(Cl)C=C2)=C1,,,,,,1120.178,1118.478594,7.19,-7.06,78,5,13,2,34,197.57
CC1(C)[C@H](NC(=O)C2=CC=C(OCC(=O)NCCCOCCOCCOCCCN(C(=O)CCl)C(C(=O)NCC3=CC=CC=C3)C3=CC=C(Cl)C(Cl)=C3)C=C2)C(C)(C)[C@H]1OC1=CC=C(C#N)C(Cl)=C1,,,,,,1027.871,1025.306689,7.41,-5.93,69,5,10,3,27,177.55
CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCOCCOCCOCCCN(C(=O)CCl)C(C(=O)NCC2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)=C1,,,,,,1154.623,1152.439622,7.5,-7.22,79,5,13,2,34,197.57
